  (1248) Jugurtha            1932 RO     1932 09 01  Johannesburg             Jackson, C.
  (1249) Rutherfordia        1932 VB     1932 11 04  Heidelberg               Reinmuth, K.
  (1250) Galanthus           1933 BD     1933 01 25  Heidelberg               Reinmuth, K.
  (1251) Hedera              1933 BE     1933 01 25  Heidelberg               Reinmuth, K.
  (1252) Celestia            1933 DG     1933 02 19  Oak Ridge                Whipple, F. L.
  (1253) Frisia              1931 TV1    1931 10 09  Heidelberg               Reinmuth, K.
  (1254) Erfordia            1932 JA     1932 05 10  La Plata                 Hartmann, J.
  (1255) Schilowa            1932 NC     1932 07 08  Simeïs                   Neujmin, G. N.
  (1256) Normannia           1932 PD     1932 08 08  Heidelberg               Reinmuth, K.
  (1257) Móra                1932 PE     1932 08 08  Heidelberg               Reinmuth, K.
  (1258) Sicilia             1932 PG     1932 08 08  Heidelberg               Reinmuth, K.
  (1259) Ógyalla             1933 BT     1933 01 29  Heidelberg               Reinmuth, K.
  (1260) Walhalla            1933 BW     1933 01 29  Heidelberg               Reinmuth, K.
  (1261) Legia               1933 FB     1933 03 23  Uccle                    Delporte, E.
  (1262) Sniadeckia          1933 FE     1933 03 23  Uccle                    Arend, S. J.
  (1263) Varsavia            1933 FF     1933 03 23  Uccle                    Arend, S. J.
  (1264) Letaba              1933 HG     1933 04 21  Johannesburg             Jackson, C.
  (1265) Schweikarda         1911 MV     1911 10 18  Heidelberg               Kaiser, F.
  (1266) Tone                1927 BD     1927 01 23  Tokyo                    Oikawa, O.
  (1267) Geertruida          1930 HD     1930 04 23  Johannesburg             van Gent, H.
  (1268) Libya               1930 HJ     1930 04 29  Johannesburg             Jackson, C.
  (1269) Rollandia           1930 SH     1930 09 20  Simeïs                   Neujmin, G. N.
  (1270) Datura              1930 YE     1930 12 17  Williams Bay             Van Biesbroeck, G.
  (1271) Isergina            1931 TN     1931 10 10  Simeïs                   Neujmin, G. N.
  (1272) Gefion              1931 TZ1    1931 10 10  Heidelberg               Reinmuth, K.
  (1273) Helma               1932 PF     1932 08 08  Heidelberg               Reinmuth, K.
  (1274) Delportia           1932 WC     1932 11 28  Uccle                    Delporte, E.
  (1275) Cimbria             1932 WG     1932 11 30  Heidelberg               Reinmuth, K.
  (1276) Ucclia              1933 BA     1933 01 24  Uccle                    Delporte, E.
  (1277) Dolores             1933 HA     1933 04 18  Simeïs                   Neujmin, G. N.
  (1278) Kenya               1933 LA     1933 06 15  Johannesburg             Jackson, C.
  (1279) Uganda              1933 LB     1933 06 15  Johannesburg             Jackson, C.
  (1280) Baillauda           1933 QB     1933 08 18  Uccle                    Delporte, E.
  (1281) Jeanne              1933 QJ     1933 08 25  Uccle                    Arend, S. J.
  (1282) Utopia              1933 QM1    1933 08 17  Johannesburg             Jackson, C.
  (1283) Komsomolia          1925 SC     1925 09 25  Simeïs               838 Albitskij, V.
  (1284) Latvia              1933 OP     1933 07 27  Heidelberg               Reinmuth, K.
  (1285) Julietta            1933 QF     1933 08 21  Uccle                    Delporte, E.
  (1286) Banachiewicza       1933 QH     1933 08 25  Uccle                    Arend, S. J.
  (1287) Lorcia              1933 QL     1933 08 25  Uccle                    Arend, S. J.
  (1288) Santa               1933 QM     1933 08 26  Uccle                    Delporte, E.
  (1289) Kutaïssi            1933 QR     1933 08 19  Simeïs                   Neujmin, G. N.
  (1290) Albertine           1933 QL1    1933 08 21  Uccle                    Delporte, E.
  (1291) Phryne              1933 RA     1933 09 15  Uccle                    Delporte, E.
  (1292) Luce                1933 SH     1933 09 17  Uccle                    Rigaux, F.
  (1293) Sonja               1933 SO     1933 09 26  Uccle                    Delporte, E.
  (1294) Antwerpia           1933 UB1    1933 10 24  Uccle                    Delporte, E.
  (1295) Deflotte            1933 WD     1933 11 25  Algiers                  Boyer, L.
  (1296) Andrée              1933 WE     1933 11 25  Algiers                  Boyer, L.
  (1297) Quadea              1934 AD     1934 01 07  Heidelberg               Reinmuth, K.
  (1298) Nocturna            1934 AE     1934 01 07  Heidelberg               Reinmuth, K.
  (1299) Mertona             1934 BA     1934 01 18  Algiers                  Reiss, G.
  (1300) Marcelle            1934 CL     1934 02 10  Algiers                  Reiss, G.
  (1301) Yvonne              1934 EA     1934 03 07  Algiers                  Boyer, L.
  (1302) Werra               1924 SV     1924 09 28  Heidelberg               Reinmuth, K.
  (1303) Luthera             1928 FP     1928 03 16  Bergedorf                Schwassmann, A.
  (1304) Arosa               1928 KC     1928 05 21  Heidelberg               Reinmuth, K.
  (1305) Pongola             1928 OC     1928 07 19  Johannesburg             Wood, H. E.
  (1306) Scythia             1930 OB     1930 07 22  Simeïs                   Neujmin, G. N.
  (1307) Cimmeria            1930 UF     1930 10 17  Simeïs                   Neujmin, G. N.
  (1308) Halleria            1931 EB     1931 03 12  Heidelberg               Reinmuth, K.
  (1309) Hyperborea          1931 TO     1931 10 11  Simeïs                   Neujmin, G. N.
  (1310) Villigera           1932 DB     1932 02 28  Bergedorf                Schwassmann, A.
  (1311) Knopfia             1933 FF1    1933 03 24  Heidelberg               Reinmuth, K.
  (1312) Vassar              1933 OT     1933 07 27  Williams Bay             Van Biesbroeck, G.
  (1313) Berna               1933 QG     1933 08 24  Uccle                    Arend, S. J.
  (1314) Paula               1933 SC     1933 09 16  Uccle                    Arend, S. J.
  (1315) Bronislawa          1933 SF1    1933 09 16  Uccle                    Arend, S. J.
  (1316) Kasan               1933 WC     1933 11 17  Simeïs                   Neujmin, G. N.
  (1317) Silvretta           1935 RC     1935 09 01  Heidelberg               Reinmuth, K.
  (1318) Nerina              1934 FG     1934 03 24  Johannesburg             Jackson, C.
  (1319) Disa                1934 FO     1934 03 19  Johannesburg             Jackson, C.
  (1320) Impala              1934 JG     1934 05 13  Johannesburg             Jackson, C.
  (1321) Majuba              1934 JH     1934 05 07  Johannesburg             Jackson, C.
  (1322) Coppernicus         1934 LA     1934 06 15  Heidelberg               Reinmuth, K.
  (1323) Tugela              1934 LD     1934 05 19  Johannesburg             Jackson, C.
  (1324) Knysna              1934 LL     1934 06 15  Johannesburg             Jackson, C.
  (1325) Inanda              1934 NR     1934 07 14  Johannesburg             Jackson, C.
  (1326) Losaka              1934 NS     1934 07 14  Johannesburg             Jackson, C.
  (1327) Namaqua             1934 RT     1934 09 07  Johannesburg             Jackson, C.
  (1328) Devota              1925 UA     1925 10 21  Algiers                  Jekhovsky, B.
  (1329) Eliane              1933 FL     1933 03 23  Uccle                    Delporte, E.
  (1330) Spiridonia          1925 DB     1925 02 17  Simeïs              2882 Albitskij, V.
  (1331) Solvejg             1933 QS     1933 08 25  Simeïs                   Neujmin, G. N.
  (1332) Marconia            1934 AA     1934 01 09  Pino Torinese            Volta, L.
  (1333) Cevenola            1934 DA     1934 02 20  Algiers                  Bancilhon, O.
  (1334) Lundmarka           1934 OB     1934 07 16  Heidelberg               Reinmuth, K.
  (1335) Demoulina           1934 RE     1934 09 07  Heidelberg               Reinmuth, K.
  (1336) Zeelandia           1934 RW     1934 09 09  Johannesburg             van Gent, H.
  (1337) Gerarda             1934 RA1    1934 09 09  Johannesburg             van Gent, H.
  (1338) Duponta             1934 XA     1934 12 04  Algiers                  Boyer, L.
  (1339) Désagneauxa         1934 XB     1934 12 04  Algiers                  Boyer, L.
  (1340) Yvette              1934 YA     1934 12 27  Algiers                  Boyer, L.
  (1341) Edmée               1935 BA     1935 01 27  Uccle                    Delporte, E.
  (1342) Brabantia           1935 CV     1935 02 13  Johannesburg             van Gent, H.
  (1343) Nicole              1935 FC     1935 03 29  Algiers                  Boyer, L.
  (1344) Caubeta             1935 GA     1935 04 01  Algiers                  Boyer, L.
  (1345) Potomac             1908 CG     1908 02 04  Taunton                  Metcalf, J. H.
  (1346) Gotha               1929 CY     1929 02 05  Heidelberg               Reinmuth, K.
  (1347) Patria              1931 VW     1931 11 06  Simeïs                   Neujmin, G. N.
  (1348) Michel              1933 FD     1933 03 23  Uccle                    Arend, S. J.
  (1349) Bechuana            1934 LJ     1934 06 13  Johannesburg             Jackson, C.
  (1350) Rosselia            1934 TA     1934 10 03  Uccle                    Delporte, E.
  (1351) Uzbekistania        1934 TF     1934 10 05  Simeïs              2882 Neujmin, G. N.
  (1352) Wawel               1935 CE     1935 02 03  Uccle                    Arend, S. J.
  (1353) Maartje             1935 CU     1935 02 13  Johannesburg             van Gent, H.
  (1354) Botha               1935 GK     1935 04 03  Johannesburg         908 Jackson, C.
  (1355) Magoeba             1935 HE     1935 04 30  Johannesburg         908 Jackson, C.
  (1356) Nyanza              1935 JH     1935 05 03  Johannesburg             Jackson, C.
  (1357) Khama               1935 ND     1935 07 02  Johannesburg         908 Jackson, C.
  (1358) Gaika               1935 OB     1935 07 21  Johannesburg         909 Jackson, C.
  (1359) Prieska             1935 OC     1935 07 22  Johannesburg             Jackson, C.
  (1360) Tarka               1935 OD     1935 07 22  Johannesburg         909 Jackson, C.
  (1361) Leuschneria         1935 QA     1935 08 30  Uccle                    Delporte, E.
  (1362) Griqua              1935 QG1    1935 07 31  Johannesburg             Jackson, C.
  (1363) Herberta            1935 RA     1935 08 30  Uccle                    Delporte, E.
  (1364) Safara              1935 VB     1935 11 18  Algiers                  Boyer, L.
  (1365) Henyey              1928 RK     1928 09 09  Heidelberg          3143 Wolf, M. F.
  (1366) Piccolo             1932 WA     1932 11 29  Uccle                    Delporte, E.
  (1367) Nongoma             1934 NA     1934 07 03  Johannesburg        5181 Jackson, C.
  (1368) Numidia             1935 HD     1935 04 30  Johannesburg             Jackson, C.
  (1369) Ostanina            1935 QB     1935 08 27  Simeïs               838 Shajn, P. F.
  (1370) Hella               1935 QG     1935 08 31  Heidelberg               Reinmuth, K.
  (1371) Resi                1935 QJ     1935 08 31  Heidelberg               Reinmuth, K.
  (1372) Haremari            1935 QK     1935 08 31  Heidelberg               Reinmuth, K.
  (1373) Cincinnati          1935 QN     1935 08 30  Mount Wilson        2116 Hubble, E.
  (1374) Isora               1935 UA     1935 10 21  Uccle                    Delporte, E.
  (1375) Alfreda             1935 UB     1935 10 22  Uccle                    Delporte, E.
  (1376) Michelle            1935 UH     1935 10 29  Algiers                  Reiss, G.
  (1377) Roberbauxa          1936 CD     1936 02 14  Algiers                  Boyer, L.
  (1378) Leonce              1936 DB     1936 02 21  Uccle                    Rigaux, F.
  (1379) Lomonosowa          1936 FC     1936 03 19  Simeïs              1252 Neujmin, G. N.
  (1380) Volodia             1936 FM     1936 03 16  Algiers                  Boyer, L.
  (1381) Danubia             1930 QJ     1930 08 20  Simeïs                   Skvortsov, E.
  (1382) Gerti               1925 BB     1925 01 21  Heidelberg               Reinmuth, K.
  (1383) Limburgia           1934 RV     1934 09 09  Johannesburg             van Gent, H.
  (1384) Kniertje            1934 RX     1934 09 09  Johannesburg             van Gent, H.
  (1385) Gelria              1935 MJ     1935 05 24  Johannesburg             van Gent, H.
  (1386) Storeria            1935 PA     1935 07 28  Simeïs                   Neujmin, G. N.
  (1387) Kama                1935 QD     1935 08 27  Simeïs               838 Shajn, P. F.
  (1388) Aphrodite           1935 SS     1935 09 24  Uccle                    Delporte, E.
  (1389) Onnie               1935 SS1    1935 09 28  Johannesburg             van Gent, H.
  (1390) Abastumani          1935 TA     1935 10 03  Simeïs               838 Shajn, P. F.
  (1391) Carelia             1936 DA     1936 02 16  Turku                    Vaisala, Y.
  (1392) Pierre              1936 FO     1936 03 16  Algiers                  Boyer, L.
  (1393) Sofala              1936 KD     1936 05 25  Johannesburg         909 Jackson, C.
  (1394) Algoa               1936 LK     1936 06 12  Johannesburg         909 Jackson, C.
  (1395) Aribeda             1936 OB     1936 07 16  Heidelberg               Reinmuth, K.
  (1396) Outeniqua           1936 PF     1936 08 09  Johannesburg         909 Jackson, C.
  (1397) Umtata              1936 PG     1936 08 09  Johannesburg         909 Jackson, C.
  (1398) Donnera             1936 QL     1936 08 26  Turku                    Vaisala, Y.
  (1399) Teneriffa           1936 QY     1936 08 23  Heidelberg               Reinmuth, K.
  (1400) Tirela              1936 WA     1936 11 17  Algiers                  Boyer, L.
  (1401) Lavonne             1935 UD     1935 10 22  Uccle                    Delporte, E.
  (1402) Eri                 1936 OC     1936 07 16  Heidelberg               Reinmuth, K.
  (1403) Idelsonia           1936 QA     1936 08 13  Simeïs              1252 Neujmin, G. N.
  (1404) Ajax                1936 QW     1936 08 17  Heidelberg               Reinmuth, K.
  (1405) Sibelius            1936 RE     1936 09 12  Turku               3928 Vaisala, Y.
  (1406) Komppa              1936 RF     1936 09 13  Turku                    Vaisala, Y.
  (1407) Lindelöf            1936 WC     1936 11 21  Turku                    Vaisala, Y.
  (1408) Trusanda            1936 WF     1936 11 23  Heidelberg               Reinmuth, K.
  (1409) Isko                1937 AK     1937 01 08  Heidelberg               Reinmuth, K.
  (1410) Margret             1937 AL     1937 01 08  Heidelberg               Reinmuth, K.
  (1411) Brauna              1937 AM     1937 01 08  Heidelberg               Reinmuth, K.
  (1412) Lagrula             1937 BA     1937 01 19  Algiers                  Boyer, L.
  (1413) Roucarie            1937 CD     1937 02 12  Algiers                  Boyer, L.
  (1414) Jérôme              1937 CE     1937 02 12  Algiers                  Boyer, L.
  (1415) Malautra            1937 EA     1937 03 04  Algiers                  Boyer, L.
  (1416) Renauxa             1937 EC     1937 03 04  Algiers                  Boyer, L.
  (1417) Walinskia           1937 GH     1937 04 01  Heidelberg               Reinmuth, K.
  (1418) Fayeta              1903 RG     1903 09 22  Heidelberg               Gotz, P.
  (1419) Danzig              1929 RF     1929 09 05  Heidelberg               Reinmuth, K.
  (1420) Radcliffe           1931 RJ     1931 09 14  Heidelberg               Reinmuth, K.
  (1421) Esperanto           1936 FQ     1936 03 18  Turku               1350 Vaisala, Y.
  (1422) Strömgrenia         1936 QF     1936 08 23  Heidelberg               Reinmuth, K.
  (1423) Jose                1936 QM     1936 08 28  Uccle                    Hunaerts, J.
  (1424) Sundmania           1937 AJ     1937 01 09  Turku                    Vaisala, Y.
  (1425) Tuorla              1937 GB     1937 04 03  Turku               2277 Inkeri, K.
  (1426) Riviera             1937 GF     1937 04 01  Nice                6831 Laugier, M.
  (1427) Ruvuma              1937 KB     1937 05 16  Johannesburg         909 Jackson, C.
  (1428) Mombasa             1937 NO     1937 07 05  Johannesburg         909 Jackson, C.
  (1429) Pemba               1937 NH     1937 07 02  Johannesburg         909 Jackson, C.
  (1430) Somalia             1937 NK     1937 07 05  Johannesburg        5181 Jackson, C.
  (1431) Luanda              1937 OB     1937 07 29  Johannesburg        5182 Jackson, C.
  (1432) Ethiopia            1937 PG     1937 08 01  Johannesburg         909 Jackson, C.
  (1433) Geramtina           1937 UC     1937 10 30  Uccle                    Delporte, E.
  (1434) Margot              1936 FD1    1936 03 19  Simeïs                   Neujmin, G. N.
  (1435) Garlena             1936 WE     1936 11 23  Heidelberg               Reinmuth, K.
  (1436) Salonta             1936 YA     1936 12 11  Konkoly             5182 Kulin, G.
  (1437) Diomedes            1937 PB     1937 08 03  Heidelberg               Reinmuth, K.
  (1438) Wendeline           1937 TC     1937 10 11  Heidelberg               Reinmuth, K.
  (1439) Vogtia              1937 TE     1937 10 11  Heidelberg               Reinmuth, K.
  (1440) Rostia              1937 TF     1937 10 11  Heidelberg               Reinmuth, K.
  (1441) Bolyai              1937 WA     1937 11 26  Konkoly                  Kulin, G.
  (1442) Corvina             1937 YF     1937 12 29  Konkoly                  Kulin, G.
  (1443) Ruppina             1937 YG     1937 12 29  Heidelberg               Reinmuth, K.
  (1444) Pannonia            1938 AE     1938 01 06  Konkoly             5182 Kulin, G.
  (1445) Konkolya            1938 AF     1938 01 06  Konkoly                  Kulin, G.
  (1446) Sillanpää           1938 BA     1938 01 26  Turku               3928 Vaisala, Y.
  (1447) Utra                1938 BB     1938 01 26  Turku               2277 Vaisala, Y.
  (1448) Lindbladia          1938 DF     1938 02 16  Turku               1350 Vaisala, Y.
  (1449) Virtanen            1938 DO     1938 02 20  Turku               3023 Vaisala, Y.
  (1450) Raimonda            1938 DP     1938 02 20  Turku               2347 Vaisala, Y.
  (1451) Granö               1938 DT     1938 02 22  Turku               2277 Vaisala, Y.
  (1452) Hunnia              1938 DZ1    1938 02 26  Konkoly             5182 Kulin, G.
  (1453) Fennia              1938 ED1    1938 03 08  Turku                    Vaisala, Y.
  (1454) Kalevala            1936 DO     1936 02 16  Turku               3928 Vaisala, Y.
  (1455) Mitchella           1937 LF     1937 06 05  Heidelberg               Bohrmann, A.
  (1456) Saldanha            1937 NG     1937 07 02  Johannesburg        5182 Jackson, C.
  (1457) Ankara              1937 PA     1937 08 03  Heidelberg               Reinmuth, K.
  (1458) Mineura             1937 RC     1937 09 01  Uccle                    Rigaux, F.
  (1459) Magnya              1937 VA     1937 11 04  Simeïs                   Neujmin, G. N.
  (1460) Haltia              1937 WC     1937 11 24  Turku               3928 Vaisala, Y.
  (1461) Jean-Jacques        1937 YL     1937 12 30  Nice                2116 Laugier, M.
  (1462) Zamenhof            1938 CA     1938 02 06  Turku               1350 Vaisala, Y.
  (1463) Nordenmarkia        1938 CB     1938 02 06  Turku               1350 Vaisala, Y.
  (1464) Armisticia          1939 VO     1939 11 11  Williams Bay        2196 Van Biesbroeck, G.
  (1465) Autonoma            1938 FA     1938 03 20  Bergedorf            698 Wachmann, A.
  (1466) Mündleria           1938 KA     1938 05 31  Heidelberg               Reinmuth, K.
  (1467) Mashona             1938 OE     1938 07 30  Johannesburg         909 Jackson, C.
  (1468) Zomba               1938 PA     1938 07 23  Johannesburg         909 Jackson, C.
  (1469) Linzia              1938 QD     1938 08 19  Heidelberg               Reinmuth, K.
  (1470) Carla               1938 SD     1938 09 17  Heidelberg          1129 Bohrmann, A.
  (1471) Tornio              1938 SL1    1938 09 16  Turku               3928 Vaisala, Y.
  (1472) Muonio              1938 UQ     1938 10 18  Turku               3928 Vaisala, Y.
  (1473) Ounas               1938 UT     1938 10 22  Turku               3928 Vaisala, Y.
  (1474) Beira               1935 QY     1935 08 20  Johannesburg         909 Jackson, C.
  (1475) Yalta               1935 SM     1935 09 21  Simeïs               838 Shajn, P. F.
  (1476) Cox                 1936 RA     1936 09 10  Uccle               3824 Delporte, E.
  (1477) Bonsdorffia         1938 CC     1938 02 06  Turku                    Vaisala, Y.
  (1478) Vihuri              1938 CF     1938 02 06  Turku               2882 Vaisala, Y.
  (1479) Inkeri              1938 DE     1938 02 16  Turku               1350 Vaisala, Y.
  (1480) Aunus               1938 DK     1938 02 18  Turku               1350 Vaisala, Y.
  (1481) Tübingia            1938 DR     1938 02 07  Heidelberg               Reinmuth, K.
  (1482) Sebastiana          1938 DA1    1938 02 20  Heidelberg               Reinmuth, K.
  (1483) Hakoila             1938 DJ1    1938 02 24  Turku               2278 Vaisala, Y.
  (1484) Postrema            1938 HC     1938 04 29  Simeïs              1252 Neujmin, G. N.
  (1485) Isa                 1938 OB     1938 07 28  Heidelberg               Reinmuth, K.
  (1486) Marilyn             1938 QA     1938 08 23  Uccle                    Delporte, E.
  (1487) Boda                1938 WC     1938 11 17  Heidelberg               Reinmuth, K.
  (1488) Aura                1938 XE     1938 12 15  Turku               3928 Vaisala, Y.
  (1489) Attila              1939 GC     1939 04 12  Konkoly             5182 Kulin, G.
  (1490) Limpopo             1936 LB     1936 06 14  Johannesburg         909 Jackson, C.
  (1491) Balduinus           1938 EJ     1938 02 23  Uccle               1860 Delporte, E.
  (1492) Oppolzer            1938 FL     1938 03 23  Turku               2278 Vaisala, Y.
  (1493) Sigrid              1938 QB     1938 08 26  Uccle                    Delporte, E.
  (1494) Savo                1938 SJ     1938 09 16  Turku               1350 Vaisala, Y.
  (1495) Helsinki            1938 SW     1938 09 21  Turku               3928 Vaisala, Y.
  (1496) Turku               1938 SA1    1938 09 22  Turku               1350 Vaisala, Y.
  (1497) Tampere             1938 SB1    1938 09 22  Turku               3928 Vaisala, Y.
  (1498) Lahti               1938 SK1    1938 09 16  Turku               3928 Vaisala, Y.
  (1499) Pori                1938 UF     1938 10 16  Turku               3928 Vaisala, Y.
  (1500) Jyväskylä           1938 UH     1938 10 16  Turku               3928 Vaisala, Y.
  (1501) Baade               1938 UJ     1938 10 20  Bergedorf           4236 Wachmann, A.
  (1502) Arenda              1938 WB     1938 11 17  Heidelberg               Reinmuth, K.
  (1503) Kuopio              1938 XD     1938 12 15  Turku               3928 Vaisala, Y.
  (1504) Lappeenranta        1939 FM     1939 03 23  Turku               3928 Oterma, L.
  (1505) Koranna             1939 HH     1939 04 21  Johannesburg         909 Jackson, C.
  (1506) Xosa                1939 JC     1939 05 15  Johannesburg         909 Jackson, C.
  (1507) Vaasa               1939 RD     1939 09 12  Turku               3928 Oterma, L.
  (1508) Kemi                1938 UP     1938 10 21  Turku               3928 Alikoski, H.
  (1509) Esclangona          1938 YG     1938 12 21  Nice                     Patry, A.
  (1510) Charlois            1939 DC     1939 02 22  Nice                4190 Patry, A.
  (1511) Daléra              1939 FB     1939 03 22  Algiers                  Boyer, L.
  (1512) Oulu                1939 FE     1939 03 18  Turku               2278 Alikoski, H.
  (1513) Mátra               1940 EB     1940 03 10  Konkoly             5182 Kulin, G.
  (1514) Ricouxa             1906 UR     1906 08 22  Heidelberg               Wolf, M. F.
  (1515) Perrotin            1936 VG     1936 11 15  Nice                4358 Patry, A.
  (1516) Henry               1938 BG     1938 01 28  Nice                4358 Patry, A.
  (1517) Beograd             1938 FD     1938 03 20  Belgrade            2277 Protitch, M. B.
  (1518) Rovaniemi           1938 UA     1938 10 15  Turku               3929 Vaisala, Y.
  (1519) Kajaani             1938 UB     1938 10 15  Turku               3929 Vaisala, Y.
  (1520) Imatra              1938 UY     1938 10 22  Turku               3929 Vaisala, Y.
  (1521) Seinäjoki           1938 UB1    1938 10 22  Turku               3929 Vaisala, Y.
  (1522) Kokkola             1938 WO     1938 11 18  Turku               3929 Oterma, L.
  (1523) Pieksämäki          1939 BC     1939 01 18  Turku               3929 Vaisala, Y.
  (1524) Joensuu             1939 SB     1939 09 18  Turku               3929 Vaisala, Y.
  (1525) Savonlinna          1939 SC     1939 09 18  Turku               3929 Vaisala, Y.
  (1526) Mikkeli             1939 TF     1939 10 07  Turku               3929 Vaisala, Y.
  (1527) Malmquista          1939 UG     1939 10 18  Turku               1350 Vaisala, Y.
  (1528) Conrada             1940 CA     1940 02 10  Heidelberg               Reinmuth, K.
  (1529) Oterma              1938 BC     1938 01 26  Turku               3929 Vaisala, Y.
  (1530) Rantaseppä          1938 SG     1938 09 16  Turku               3929 Vaisala, Y.
  (1531) Hartmut             1938 SH     1938 09 17  Heidelberg          3929 Bohrmann, A.
  (1532) Inari               1938 SM     1938 09 16  Turku               3929 Vaisala, Y.
  (1533) Saimaa              1939 BD     1939 01 19  Turku               3929 Vaisala, Y.
  (1534) Näsi                1939 BK     1939 01 20  Turku               3929 Vaisala, Y.
  (1535) Päijänne            1939 RC     1939 09 09  Turku               3929 Vaisala, Y.
  (1536) Pielinen            1939 SE     1939 09 18  Turku               3930 Vaisala, Y.
  (1537) Transylvania        1940 QA     1940 08 27  Konkoly             5182 Strommer, G.
  (1538) Detre               1940 RF     1940 09 08  Konkoly             5182 Kulin, G.
  (1539) Borrelly            1940 UB     1940 10 29  Nice                4358 Patry, A.
  (1540) Kevola              1938 WK     1938 11 16  Turku               3930 Oterma, L.
  (1541) Estonia             1939 CK     1939 02 12  Turku               1350 Vaisala, Y.
  (1542) Schalén             1941 QE     1941 08 26  Turku               3930 Vaisala, Y.
  (1543) Bourgeois           1941 SJ     1941 09 21  Uccle               3930 Delporte, E.
  (1544) Vinterhansenia      1941 UK     1941 10 15  Turku               1350 Oterma, L.
  (1545) Thernöe             1941 UW     1941 10 15  Turku               3930 Oterma, L.
  (1546) Izsák               1941 SG1    1941 09 28  Konkoly             5182 Kulin, G.
  (1547) Nele                1929 CZ     1929 02 12  Uccle               6831 Bourgeois, P.
  (1548) Palomaa             1935 FK     1935 03 26  Turku               1351 Vaisala, Y.
  (1549) Mikko               1937 GA     1937 04 02  Turku                    Vaisala, Y.
  (1550) Tito                1937 WD     1937 11 29  Belgrade            2277 Protitch, M. B.
  (1551) Argelander          1938 DC1    1938 02 24  Turku               2278 Vaisala, Y.
  (1552) Bessel              1938 DE1    1938 02 24  Turku               2278 Vaisala, Y.
  (1553) Bauersfelda         1940 AD     1940 01 13  Heidelberg           994 Reinmuth, K.
  (1554) Yugoslavia          1940 RE     1940 09 06  Belgrade            2277 Protitch, M. B.
  (1555) Dejan               1941 SA     1941 09 15  Uccle                    Rigaux, F.
  (1556) Wingolfia           1942 AA     1942 01 14  Heidelberg          1221 Reinmuth, K.
  (1557) Roehla              1942 AD     1942 01 14  Heidelberg          2277 Reinmuth, K.
  (1558) Järnefelt           1942 BD     1942 01 20  Turku               3930 Oterma, L.
  (1559) Kustaanheimo        1942 BF     1942 01 20  Turku               3930 Oterma, L.
  (1560) Strattonia          1942 XB     1942 12 03  Uccle               1255 Delporte, E.
  (1561) Fricke              1941 CG     1941 02 15  Heidelberg          3930 Reinmuth, K.
  (1562) Gondolatsch         1943 EE     1943 03 09  Heidelberg          3930 Reinmuth, K.
  (1563) Noël                1943 EG     1943 03 07  Uccle                    Arend, S. J.
  (1564) Srbija              1936 TB     1936 10 15  Belgrade             844 Protitch, M. B.
  (1565) Lemaître            1948 WA     1948 11 25  Uccle               3824 Arend, S. J.
  (1566) Icarus              1949 MA     1949 06 27  Palomar              347 Baade, W.
  (1567) Alikoski            1941 HN     1941 04 22  Turku               3930 Vaisala, Y.
  (1568) Aisleen             1946 QB     1946 08 21  Johannesburg         941 Johnson, E. L.
  (1569) Evita               1948 PA     1948 08 03  La Plata             519 Itzigsohn, M.
  (1570) Brunonia            1948 TX     1948 10 09  Uccle               1040 Arend, S. J.
  (1571) Cesco               1950 FJ     1950 03 20  La Plata            6954 Itzigsohn, M.
  (1572) Posnania            1949 SC     1949 09 22  Poznań               877 Dobrzycki, J., Kwiek, A.
  (1573) Väisälä             1949 UA     1949 10 27  Uccle               2116 Arend, S. J.
  (1574) Meyer               1949 FD     1949 03 22  Algiers              837 Boyer, L.
  (1575) Winifred            1950 HH     1950 04 20  Brooklyn             844 Indiana University
  (1576) Fabiola             1948 SA     1948 09 30  Uccle               2116 Arend, S. J.
  (1577) Reiss               1949 BA     1949 01 19  Algiers             4418 Boyer, L.
  (1578) Kirkwood            1951 AT     1951 01 10  Brooklyn             738 Indiana University
  (1579) Herrick             1948 SB     1948 09 30  Uccle               3824 Arend, S. J.
  (1580) Betulia             1950 KA     1950 05 22  Johannesburg         768 Johnson, E. L.
  (1581) Abanderada          1950 LA1    1950 06 15  La Plata             877 Itzigsohn, M.
  (1582) Martir              1950 LY     1950 06 15  La Plata             877 Itzigsohn, M.
  (1583) Antilochus          1950 SA     1950 09 19  Uccle                770 Arend, S. J.
  (1584) Fuji                1927 CR     1927 02 07  Tokyo               2882 Oikawa, O.
  (1585) Union               1947 RG     1947 09 07  Johannesburg         941 Johnson, E. L.
  (1586) Thiele              1939 CJ     1939 02 13  Bergedorf           4236 Wachmann, A.
  (1587) Kahrstedt           1933 FS1    1933 03 25  Heidelberg          3930 Reinmuth, K.
  (1588) Descamisada         1951 MH     1951 06 27  La Plata            1069 Itzigsohn, M.
  (1589) Fanatica            1950 RK     1950 09 13  La Plata            1069 Itzigsohn, M.
  (1590) Tsiolkovskaja       1933 NA     1933 07 01  Simeïs              2116 Neujmin, G. N.
  (1591) Baize               1951 KA     1951 05 31  Uccle                943 Arend, S. J.
  (1592) Mathieu             1951 LA     1951 06 01  Uccle               3825 Arend, S. J.
  (1593) Fagnes              1951 LB     1951 06 01  Uccle               3825 Arend, S. J.
  (1594) Danjon              1949 WA     1949 11 23  Algiers             2196 Boyer, L.
  (1595) Tanga               1930 ME     1930 06 19  Johannesburg        5182 Jackson, C., Wood, H. E.
